ID,Local_ID,Language_ID,Parameter_ID,Value,Form,Segments,Comment,Source,Cognacy,Loan,Graphemes,Profile,OriginalCognates
MalekuJaika-110_long-1,,MalekuJaika,110_long,ɬaɾa:tene:,ɬaɾa:tene:,ɬ a ɾ a: t e n e:,,constenla2005,,,^ ɬ a ɾ a: t e n e: $,MalekuJaika,
Boruca-110_long-1,,Boruca,110_long,biògát,biògát,b i ò/o g á/a t,,constenla2005,,,^ b i ò g á t $,Boruca,
Bribri-110_long-1,,Bribri,110_long,bitsĩ̌,bitsĩ̌,b i t s ĩ̌/ĩ,,constenla2005,,,^ b i t s ĩ̌ $,Bribri,a
Cabecar-110_long-1,,Cabecar,110_long,batsĩ́,batsĩ́,b a t s ĩ́/ĩ,,constenla2005,,,^ b a t s ĩ́ $,Cabecar,a
Teribe-110_long-1,,Teribe,110_long,kʰɺòtáɾeŋ,kʰɺòtáɾeŋ,kʰ ɺ ò/o t á/a ɾ e ŋ,,constenla2005,,,^ kʰ ɺ ò t á ɾ e ŋ $,Teribe,
Ngabere-110_long-1,,Ngabere,110_long,ŋa,ŋa,ŋ a,,constenla2005,,,^ ŋ a $,Ngabere,b
Buglere-110_long-1,,Buglere,110_long,heike,heike,h e i k e,,constenla2005,,,^ h e i k e $,Buglere,
Dorasque-110_long-1,,Dorasque,110_long,kiágal,kiágal,k i á/a g a l,,constenla2005,,,^ k i á g a l $,Dorasque,
SanBlasKuna-110_long-1,,SanBlasKuna,110_long,suiti,suiti,s u i t i,,constenla2005,,,^ s u i t i $,SanBlasKuna,
Cogui-110_long-1,,Cogui,110_long,'ueĩʒiluka,'ueĩʒiluka,'u/u e ĩ ʒ i l u k a,,constenla2005,,,^ 'u e ĩ ʒ i l u k a $,Cogui,
Arhuaco-110_long-1,,Arhuaco,110_long,'gaɾi,'gaɾi,'g/g a ɾ i,,constenla2005,,,^ 'g a ɾ i $,Arhuaco,b
Malayo-110_long-1,,Malayo,110_long,ɾiinukka,ɾiinukka,ɾ i i n u k k a,,constenla2005,,,^ ɾ i i n u k k a $,Malayo,
Chimila-110_long-1,,Chimila,110_long,gaɾihŋa:te,gaɾihŋa:te,g a ɾ i h ŋ a: t e,,constenla2005,,,^ g a ɾ i h ŋ a: t e $,Chimila,b
Chibcha-110_long-1,,Chibcha,110_long,ɣahasio,ɣahasio,ɣ a h a s i o,,constenla2005,,,^ ɣ a h a s i o $,Chibcha,b
CentralTunebo-110_long-1,,CentralTunebo,110_long,ena'ɾa,ena'ɾa,e n a 'ɾ/ɾ a,,constenla2005,,,^ e n a 'ɾ a $,CentralTunebo,
Bari-110_long-1,,Bari,110_long,akbakɨ,akbakɨ,a k b a k ɨ,,constenla2005,,,^ a k b a k ɨ $,Bari,
LencaSalvador-93_clean-1,,LencaSalvador,93_clean,ts'ih,ts'ih,t s 'i/i h,,constenla2005,,,^ t s 'i h $,LencaSalvador,a
LencaHonduras-93_clean-1,,LencaHonduras,93_clean,sak,sak,s a k,,constenla2005,,,^ s a k $,LencaHonduras,a
Cacaopera-93_clean-1,,Cacaopera,93_clean,saka,saka,s a k a,,constenla2005,,,^ s a k a $,Cacaopera,a
Mayangna-93_clean-1,,Mayangna,93_clean,suh,suh,s u h,,constenla2005,,,^ s u h $,Mayangna,b
Ulwa-93_clean-1,,Ulwa,93_clean,suh,suh,s u h,,constenla2005,,,^ s u h $,Ulwa,b
Miskito-93_clean-1,,Miskito,93_clean,tusk,tusk,t u s k,,constenla2005,,,^ t u s k $,Miskito,
Pech-93_clean-1,,Pech,93_clean,súk,súk,s ú/u k,,constenla2005,,,^ s ú k $,Pech,b
Rama-93_clean-1,,Rama,93_clean,suk,suk,s u k,,constenla2005,,,^ s u k $,Rama,b
MalekuJaika-93_clean-1,,MalekuJaika,93_clean,ɬoki:,ɬoki:,ɬ o k i:,,constenla2005,,,^ ɬ o k i: $,MalekuJaika,b
Boruca-93_clean-1,,Boruca,93_clean,túxk,túxk,t ú/u x k,,constenla2005,,,^ t ú x k $,Boruca,b
Bribri-93_clean-1,,Bribri,93_clean,suk,suk,s u k,,constenla2005,,,^ s u k $,Bribri,b
Cabecar-93_clean-1,,Cabecar,93_clean,sku,sku,s k u,,constenla2005,,,^ s k u $,Cabecar,b
Teribe-93_clean-1,,Teribe,93_clean,kuóʃkuɪ̀,kuóʃkuɪ̀,k u ó/o ʃ k u ɪ̀/ɪ,,constenla2005,,,^ k u ó ʃ k u ɪ̀ $,Teribe,b
Ngabere-93_clean-1,,Ngabere,93_clean,bɔtete,bɔtete,b ɔ t e t e,,constenla2005,,,^ b ɔ t e t e $,Ngabere,
Buglere-93_clean-1,,Buglere,93_clean,glige,glige,g l i g e,,constenla2005,,,^ g l i g e $,Buglere,
SanBlasKuna-93_clean-1,,SanBlasKuna,93_clean,enukke,enukke,e n u k k e,,constenla2005,,,^ e n u k k e $,SanBlasKuna,b
Cogui-93_clean-1,,Cogui,93_clean,ihi'ʒihiĩ,ihi'ʒihiĩ,i h i 'ʒ/ʒ i h i ĩ,,constenla2005,,,^ i h i 'ʒ i h i ĩ $,Cogui,
Arhuaco-93_clean-1,,Arhuaco,93_clean,aʔ'tʃukkw,aʔ'tʃukkw,a ʔ 't/t ʃ u k k w,,constenla2005,,,^ a ʔ 't ʃ u k k w $,Arhuaco,b
Malayo-93_clean-1,,Malayo,93_clean,atukw,atukw,a t u k w,,constenla2005,,,^ a t u k w $,Malayo,b
Chimila-93_clean-1,,Chimila,93_clean,'tukkua,'tukkua,'t/t u k k u a,,constenla2005,,,^ 't u k k u a $,Chimila,b
Chibcha-93_clean-1,,Chibcha,93_clean,tʲuhu,tʲuhu,tʲ u h u,,constenla2005,,,^ tʲ u h u $,Chibcha,b
CentralTunebo-93_clean-1,,CentralTunebo,93_clean,su'kwi,su'kwi,s u 'k/k w i,,constenla2005,,,^ s u 'k w i $,CentralTunebo,b
Bari-93_clean-1,,Bari,93_clean,duk,duk,d u k,,constenla2005,,,^ d u k $,Bari,b
LencaSalvador-47_far-1,,LencaSalvador,47_far,kota,kota,k o t a,,constenla2005,,,^ k o t a $,LencaSalvador,a
LencaHonduras-47_far-1,,LencaHonduras,47_far,kota,kota,k o t a,,constenla2005,,,^ k o t a $,LencaHonduras,a
Cacaopera-47_far-1,,Cacaopera,47_far,ataptika,ataptika,a t a p t i k a,,constenla2005,,,^ a t a p t i k a $,Cacaopera,
Mayangna-47_far-1,,Mayangna,47_far,nai,nai,n a i,,constenla2005,,,^ n a i $,Mayangna,b
Ulwa-47_far-1,,Ulwa,47_far,bai,bai,b a i,,constenla2005,,,^ b a i $,Ulwa,
Miskito-47_far-1,,Miskito,47_far,lajhura,lajhura,l a j h u r a,,constenla2005,,,^ l a j h u r a $,Miskito,b
Pech-47_far-1,,Pech,47_far,kã:ɾà,kã:ɾà,k ã: ɾ à/a,,constenla2005,,,^ k ã: ɾ à $,Pech,e
Rama-47_far-1,,Rama,47_far,naɾbik,naɾbik,n a ɾ b i k,,constenla2005,,,^ n a ɾ b i k $,Rama,
MalekuJaika-47_far-1,,MalekuJaika,47_far,kartau:ni,kartau:ni,k a r t a u: n i,,constenla2005,,,^ k a r t a u: n i $,MalekuJaika,c
Boruca-47_far-1,,Boruca,47_far,káuìk,káuìk,k á/a u ì/i k,,constenla2005,,,^ k á u ì k $,Boruca,
Bribri-47_far-1,,Bribri,47_far,kã̂bĩ̌,kã̂bĩ̌,k ã̂/ã b ĩ̌/ĩ,,constenla2005,,,^ k ã̂ b ĩ̌ $,Bribri,ch
Cabecar-47_far-1,,Cabecar,47_far,kãbĩ̂ĩ̂,kãbĩ̂ĩ̂,k ã b ĩ̂/ĩ ĩ̂/ĩ,,constenla2005,,,^ k ã b ĩ̂ ĩ̂ $,Cabecar,ch
Teribe-47_far-1,,Teribe,47_far,ɸòla,ɸòla,ɸ ò/o l a,,constenla2005,,,^ ɸ ò l a $,Teribe,
Ngabere-47_far-1,,Ngabere,47_far,mẽte,mẽte,m ẽ t e,,constenla2005,,,^ m ẽ t e $,Ngabere,d
Buglere-47_far-1,,Buglere,47_far,bate,bate,b a t e,,constenla2005,,,^ b a t e $,Buglere,d
Dorasque-47_far-1,,Dorasque,47_far,héppe,héppe,h é/e p p e,,constenla2005,,,^ h é p p e $,Dorasque,
SanBlasKuna-47_far-1,,SanBlasKuna,47_far,panna,panna,p a n n a,,constenla2005,,,^ p a n n a $,SanBlasKuna,d
Cogui-47_far-1,,Cogui,47_far,male'zenka,male'zenka,m a l e 'z/z e n k a,,constenla2005,,,^ m a l e 'z e n k a $,Cogui,e
Arhuaco-47_far-1,,Arhuaco,47_far,'peikɨ,'peikɨ,'p/p e i k ɨ,,constenla2005,,,^ 'p e i k ɨ $,Arhuaco,
Malayo-47_far-1,,Malayo,47_far,ma'ɾaʒanekka,ma'ɾaʒanekka,m a 'ɾ/ɾ a ʒ a n e k k a,,constenla2005,,,^ m a 'ɾ a ʒ a n e k k a $,Malayo,e
Chimila-47_far-1,,Chimila,47_far,matta,matta,m a t t a,,constenla2005,,,^ m a t t a $,Chimila,d
Chibcha-47_far-1,,Chibcha,47_far,ahuen maɣue,ahuen maɣue,a h u e n + m a ɣ u e,,constenla2005,,,^ a h u e n + m a ɣ u e $,Chibcha,
CentralTunebo-47_far-1,,CentralTunebo,47_far,bi'ɾa,bi'ɾa,b i 'ɾ/ɾ a,,constenla2005,,,^ b i 'ɾ a $,CentralTunebo,
Bari-47_far-1,,Bari,47_far,ittikkiɲa,ittikkiɲa,i t t i k k i ɲ a,,constenla2005,,,^ i t t i k k i ɲ a $,Bari,
LencaSalvador-108_tongue-1,,LencaSalvador,108_tongue,nepal,nepal,n e p a l,,constenla2005,,,^ n e p a l $,LencaSalvador,a
LencaHonduras-108_tongue-1,,LencaHonduras,108_tongue,nepel,nepel,n e p e l,,constenla2005,,,^ n e p e l $,LencaHonduras,a
Cacaopera-108_tongue-1,,Cacaopera,108_tongue,tum,tum,t u m,,constenla2005,,,^ t u m $,Cacaopera,b
Mayangna-108_tongue-1,,Mayangna,108_tongue,tu,tu,t u,,constenla2005,,,^ t u $,Mayangna,b
Ulwa-108_tongue-1,,Ulwa,108_tongue,tu,tu,t u,,constenla2005,,,^ t u $,Ulwa,b
Miskito-108_tongue-1,,Miskito,108_tongue,twisa,twisa,t w i s a,,constenla2005,,,^ t w i s a $,Miskito,b
Pech-108_tongue-1,,Pech,108_tongue,ùwà,ùwà,ù/u w à/a,,constenla2005,,,^ ù w à $,Pech,c
Rama-108_tongue-1,,Rama,108_tongue,ku:p,ku:p,k u: p,,constenla2005,,,^ k u: p $,Rama,e
MalekuJaika-108_tongue-1,,MalekuJaika,108_tongue,ku:,ku:,k u:,,constenla2005,,,^ k u: $,MalekuJaika,e
Boruca-108_tongue-1,,Boruca,108_tongue,kuátkuà,kuátkuà,k u á/a t k u à/a,,constenla2005,,,^ k u á t k u à $,Boruca,c
Bribri-108_tongue-1,,Bribri,108_tongue,kǔʔ,kǔʔ,k ǔ/u ʔ,,constenla2005,,,^ k ǔ ʔ $,Bribri,e
Cabecar-108_tongue-1,,Cabecar,108_tongue,kú,kú,k ú/u,,constenla2005,,,^ k ú $,Cabecar,c
Teribe-108_tongue-1,,Teribe,108_tongue,kʰèɾkuó,kʰèɾkuó,kʰ è/e ɾ k u ó/o,,constenla2005,,,^ kʰ è ɾ k u ó $,Teribe,
Ngabere-108_tongue-1,,Ngabere,108_tongue,tɯdɾɔ,tɯdɾɔ,t ɯ d ɾ ɔ,,constenla2005,,,^ t ɯ d ɾ ɔ $,Ngabere,b
Buglere-108_tongue-1,,Buglere,108_tongue,kwiɾa,kwiɾa,k w i ɾ a,,constenla2005,,,^ k w i ɾ a $,Buglere,e
Dorasque-108_tongue-1,,Dorasque,108_tongue,kuba,kuba,k u b a,,constenla2005,,,^ k u b a $,Dorasque,e
SanBlasKuna-108_tongue-1,,SanBlasKuna,108_tongue,kwapinni,kwapinni,k w a p i n n i,,constenla2005,,,^ k w a p i n n i $,SanBlasKuna,e
Cogui-108_tongue-1,,Cogui,108_tongue,hu'angala,hu'angala,h u 'a/a n g a l a,,constenla2005,,,^ h u 'a n g a l a $,Cogui,
Arhuaco-108_tongue-1,,Arhuaco,108_tongue,ko'ɾiʔgənɨ,ko'ɾiʔgənɨ,k o 'ɾ/ɾ i ʔ g ə n ɨ,,constenla2005,,,^ k o 'ɾ i ʔ g ə n ɨ $,Arhuaco,e
Malayo-108_tongue-1,,Malayo,108_tongue,kongɨɾa,kongɨɾa,k o n g ɨ ɾ a,,constenla2005,,,^ k o n g ɨ ɾ a $,Malayo,c
Chimila-108_tongue-1,,Chimila,108_tongue,ku'a:ʔ,ku'a:ʔ,k u 'a:/a: ʔ,,constenla2005,,,^ k u 'a: ʔ $,Chimila,c
Chibcha-108_tongue-1,,Chibcha,108_tongue,pkua,pkua,p k u a,,constenla2005,,,^ p k u a $,Chibcha,c
CentralTunebo-108_tongue-1,,CentralTunebo,108_tongue,'kuwa,'kuwa,'k/k u w a,,constenla2005,,,^ 'k u w a $,CentralTunebo,e
Bari-108_tongue-1,,Bari,108_tongue,kobẽ:,kobẽ:,k o b ẽ:,,constenla2005,,,^ k o b ẽ: $,Bari,e
LencaSalvador-24_moon-1,,LencaSalvador,24_moon,lets'a,lets'a,l e t s 'a/a,,constenla2005,,,^ l e t s 'a $,LencaSalvador,
LencaHonduras-24_moon-1,,LencaHonduras,24_moon,mesti,mesti,m e s t i,,constenla2005,,,^ m e s t i $,LencaHonduras,
Cacaopera-24_moon-1,,Cacaopera,24_moon,ajku,ajku,a j k u,,constenla2005,,,^ a j k u $,Cacaopera,a
Mayangna-24_moon-1,,Mayangna,24_moon,wajku,wajku,w a j k u,,constenla2005,,,^ w a j k u $,Mayangna,a
Ulwa-24_moon-1,,Ulwa,24_moon,wajku,wajku,w a j k u,,constenla2005,,,^ w a j k u $,Ulwa,a
Miskito-24_moon-1,,Miskito,24_moon,kãti,kãti,k ã t i,,constenla2005,,,^ k ã t i $,Miskito,
Pech-24_moon-1,,Pech,24_moon,jwì,jwì,j w ì/i,,constenla2005,,,^ j w ì $,Pech,
Rama-24_moon-1,,Rama,24_moon,tukan,tukan,t u k a n,,constenla2005,,,^ t u k a n $,Rama,
MalekuJaika-24_moon-1,,MalekuJaika,24_moon,ɬixi:,ɬixi:,ɬ i x i:,,constenla2005,,,^ ɬ i x i: $,MalekuJaika,b
Boruca-24_moon-1,,Boruca,24_moon,tèbéx,tèbéx,t è/e b é/e x,,constenla2005,,,^ t è b é x $,Boruca,
Bribri-24_moon-1,,Bribri,24_moon,sǐuʊ̀,sǐuʊ̀,s ǐ/i u ʊ̀/ʊ,,constenla2005,,,^ s ǐ u ʊ̀ $,Bribri,b
Cabecar-24_moon-1,,Cabecar,24_moon,tuɺù,tuɺù,t u ɺ ù/u,,constenla2005,,,^ t u ɺ ù $,Cabecar,
Teribe-24_moon-1,,Teribe,24_moon,mók,mók,m ó/o k,,constenla2005,,,^ m ó k $,Teribe,
Ngabere-24_moon-1,,Ngabere,24_moon,sɣ,sɣ,s ɣ,,constenla2005,,,^ s ɣ $,Ngabere,b
Buglere-24_moon-1,,Buglere,24_moon,dai,dai,d a i,,constenla2005,,,^ d a i $,Buglere,
Dorasque-24_moon-1,,Dorasque,24_moon,sirila,sirila,s i r i l a,,constenla2005,,,^ s i r i l a $,Dorasque,b
SanBlasKuna-24_moon-1,,SanBlasKuna,24_moon,ni:,ni:,n i:,,constenla2005,,,^ n i: $,SanBlasKuna,b
Cogui-24_moon-1,,Cogui,24_moon,'saka,'saka,'s/s a k a,,constenla2005,,,^ 's a k a $,Cogui,e
Arhuaco-24_moon-1,,Arhuaco,24_moon,'tima,'tima,'t/t i m a,,constenla2005,,,^ 't i m a $,Arhuaco,b
Malayo-24_moon-1,,Malayo,24_moon,saga,saga,s a g a,,constenla2005,,,^ s a g a $,Malayo,e
Chimila-24_moon-1,,Chimila,24_moon,maʔmasu,maʔmasu,m a ʔ m a s u,,constenla2005,,,^ m a ʔ m a s u $,Chimila,
Chibcha-24_moon-1,,Chibcha,24_moon,tʲie,tʲie,tʲ i e,,constenla2005,,,^ tʲ i e $,Chibcha,b
CentralTunebo-24_moon-1,,CentralTunebo,24_moon,siʔ'joɾa,siʔ'joɾa,s i ʔ 'j/j o ɾ a,,constenla2005,,,^ s i ʔ 'j o ɾ a $,CentralTunebo,b
Bari-24_moon-1,,Bari,24_moon,tiba:,tiba:,t i b a:,,constenla2005,,,^ t i b a: $,Bari,b
LencaSalvador-59_cry-1,,LencaSalvador,59_cry,kaj,kaj,k a j,,constenla2005,,,^ k a j $,LencaSalvador,
LencaHonduras-59_cry-1,,LencaHonduras,59_cry,aj,aj,a j,,constenla2005,,,^ a j $,LencaHonduras,a
Cacaopera-59_cry-1,,Cacaopera,59_cry,walwa,walwa,w a l w a,,constenla2005,,,^ w a l w a $,Cacaopera,
Mayangna-59_cry-1,,Mayangna,59_cry,ajdi,ajdi,a j d i,,constenla2005,,,^ a j d i $,Mayangna,a
Ulwa-59_cry-1,,Ulwa,59_cry,ajda,ajda,a j d a,,constenla2005,,,^ a j d a $,Ulwa,a
Miskito-59_cry-1,,Miskito,59_cry,in,in,i n,,constenla2005,,,^ i n $,Miskito,
Pech-59_cry-1,,Pech,59_cry,àkàh,àkàh,à/a k à/a h,,constenla2005,,,^ à k à h $,Pech,
Rama-59_cry-1,,Rama,59_cry,paun,paun,p a u n,,constenla2005,,,^ p a u n $,Rama,b
MalekuJaika-59_cry-1,,MalekuJaika,59_cry,xue:,xue:,x u e:,,constenla2005,,,^ x u e: $,MalekuJaika,
Boruca-59_cry-1,,Boruca,59_cry,bò,bò,b ò/o,,constenla2005,,,^ b ò $,Boruca,b
Bribri-59_cry-1,,Bribri,59_cry,iĩ,iĩ,i ĩ,,constenla2005,,,^ i ĩ $,Bribri,c
Cabecar-59_cry-1,,Cabecar,59_cry,hĩ,hĩ,h ĩ,,constenla2005,,,^ h ĩ $,Cabecar,c
Teribe-59_cry-1,,Teribe,59_cry,sɾáɾ,sɾáɾ,s ɾ á/a ɾ,,constenla2005,,,^ s ɾ á ɾ $,Teribe,
Ngabere-59_cry-1,,Ngabere,59_cry,mui,mui,m u i,,constenla2005,,,^ m u i $,Ngabere,b
Buglere-59_cry-1,,Buglere,59_cry,moe,moe,m o e,,constenla2005,,,^ m o e $,Buglere,b
Dorasque-59_cry-1,,Dorasque,59_cry,bos,bos,b o s,,constenla2005,,,^ b o s $,Dorasque,b
SanBlasKuna-59_cry-1,,SanBlasKuna,59_cry,po,po,p o,,constenla2005,,,^ p o $,SanBlasKuna,b
Cogui-59_cry-1,,Cogui,59_cry,'mau,'mau,'m/m a u,,constenla2005,,,^ 'm a u $,Cogui,b
Arhuaco-59_cry-1,,Arhuaco,59_cry,mau,mau,m a u,,constenla2005,,,^ m a u $,Arhuaco,b
Malayo-59_cry-1,,Malayo,59_cry,áuau,áuau,á/a u a u,,constenla2005,,,^ á u a u $,Malayo,
Chimila-59_cry-1,,Chimila,59_cry,'o:ni,'o:ni,'o:/o: n i,,constenla2005,,,^ 'o: n i $,Chimila,
Chibcha-59_cry-1,,Chibcha,59_cry,kon,kon,k o n,,constenla2005,,,^ k o n $,Chibcha,ch
CentralTunebo-59_cry-1,,CentralTunebo,59_cry,ko'ni,ko'ni,k o 'n/n i,,constenla2005,,,^ k o 'n i $,CentralTunebo,ch
Bari-59_cry-1,,Bari,59_cry,kona,kona,k o n a,,constenla2005,,,^ k o n a $,Bari,ch
LencaSalvador-74_mother-1,,LencaSalvador,74_mother,laNke,laNke,l a n k e,,constenla2005,,,^ l a N k e $,LencaSalvador,
LencaHonduras-74_mother-1,,LencaHonduras,74_mother,mina,mina,m i n a,,constenla2005,,,^ m i n a $,LencaHonduras,a
Cacaopera-74_mother-1,,Cacaopera,74_mother,ami,ami,a m i,,constenla2005,,,^ a m i $,Cacaopera,a
Mayangna-74_mother-1,,Mayangna,74_mother,itaŋ,itaŋ,i t a ŋ,,constenla2005,,,^ i t a ŋ $,Mayangna,b
Ulwa-74_mother-1,,Ulwa,74_mother,itaŋ,itaŋ,i t a ŋ,,constenla2005,,,^ i t a ŋ $,Ulwa,b
Miskito-74_mother-1,,Miskito,74_mother,japti,japti,j a p t i,,constenla2005,,,^ j a p t i $,Miskito,
Pech-74_mother-1,,Pech,74_mother,kákì,kákì,k á/a k ì/i,,constenla2005,,,^ k á k ì $,Pech,
Rama-74_mother-1,,Rama,74_mother,aiɾuŋ,aiɾuŋ,a i ɾ u ŋ,,constenla2005,,,^ a i ɾ u ŋ $,Rama,
MalekuJaika-74_mother-1,,MalekuJaika,74_mother,su:,su:,s u:,,constenla2005,,,^ s u: $,MalekuJaika,
Boruca-74_mother-1,,Boruca,74_mother,bè,bè,b è/e,,constenla2005,,,^ b è $,Boruca,c
Bribri-74_mother-1,,Bribri,74_mother,abĩ́,abĩ́,a b ĩ́/ĩ,,constenla2005,,,^ a b ĩ́ $,Bribri,a
Cabecar-74_mother-1,,Cabecar,74_mother,bĩ́daã̀,bĩ́daã̀,b ĩ́/ĩ d a ã̀/ã,,constenla2005,,,^ b ĩ́ d a ã̀ $,Cabecar,a
Teribe-74_mother-1,,Teribe,74_mother,mé,mé,m é/e,,constenla2005,,,^ m é $,Teribe,c
Ngabere-74_mother-1,,Ngabere,74_mother,meje,meje,m e j e,,constenla2005,,,^ m e j e $,Ngabere,c
Buglere-74_mother-1,,Buglere,74_mother,tʃebi,tʃebi,tʃ e b i,,constenla2005,,,^ tʃ e b i $,Buglere,
Dorasque-74_mother-1,,Dorasque,74_mother,toó,toó,t o ó/o,,constenla2005,,,^ t o ó $,Dorasque,
SanBlasKuna-74_mother-1,,SanBlasKuna,74_mother,nana,nana,n a n a,,constenla2005,,,^ n a n a $,SanBlasKuna,
Cogui-74_mother-1,,Cogui,74_mother,'haba,'haba,'h/h a b a,,constenla2005,,,^ 'h a b a $,Cogui,ch
Arhuaco-74_mother-1,,Arhuaco,74_mother,'zaku,'zaku,'z/z a k u,,constenla2005,,,^ 'z a k u $,Arhuaco,
Malayo-74_mother-1,,Malayo,74_mother,abu,abu,a b u,,constenla2005,,,^ a b u $,Malayo,ch
Chimila-74_mother-1,,Chimila,74_mother,ka:hmanta,ka:hmanta,k a: h m a n t a,,constenla2005,,,^ k a: h m a n t a $,Chimila,
Chibcha-74_mother-1,,Chibcha,74_mother,ɣuaia,ɣuaia,ɣ u a i a,,constenla2005,,,^ ɣ u a i a $,Chibcha,
CentralTunebo-74_mother-1,,CentralTunebo,74_mother,a'ba,a'ba,a 'b/b a,,constenla2005,,,^ a 'b a $,CentralTunebo,ch
Bari-74_mother-1,,Bari,74_mother,abama,abama,a b a m a,,constenla2005,,,^ a b a m a $,Bari,ch
LencaSalvador-48_bad-1,,LencaSalvador,48_bad,ʃamtoa,ʃamtoa,ʃ a m t o a,,constenla2005,,,^ ʃ a m t o a $,LencaSalvador,a
LencaHonduras-48_bad-1,,LencaHonduras,48_bad,kiauɾu,kiauɾu,k i a u ɾ u,,constenla2005,,,^ k i a u ɾ u $,LencaHonduras,
Cacaopera-48_bad-1,,Cacaopera,48_bad,jamua,jamua,j a m u a,,constenla2005,,,^ j a m u a $,Cacaopera,a
Mayangna-48_bad-1,,Mayangna,48_bad,dutni,dutni,d u t n i,,constenla2005,,,^ d u t n i $,Mayangna,b
Ulwa-48_bad-1,,Ulwa,48_bad,dutka,dutka,d u t k a,,constenla2005,,,^ d u t k a $,Ulwa,b
Miskito-48_bad-1,,Miskito,48_bad,sawɾa,sawɾa,s a w ɾ a,,constenla2005,,,^ s a w ɾ a $,Miskito,
Pech-48_bad-1,,Pech,48_bad,wàɾkwá,wàɾkwá,w à/a ɾ k w á/a,,constenla2005,,,^ w à ɾ k w á $,Pech,c
Rama-48_bad-1,,Rama,48_bad,kwahala,kwahala,k w a h a l a,,constenla2005,,,^ k w a h a l a $,Rama,c
MalekuJaika-48_bad-1,,MalekuJaika,48_bad,eme: koka:ɾiŋa,eme: koka:ɾiŋa,e m e: + k o k a: ɾ i ŋ a,,constenla2005,,,^ e m e: + k o k a: ɾ i ŋ a $,MalekuJaika,
Boruca-48_bad-1,,Boruca,48_bad,sádʒèŋ,sádʒèŋ,s á/a dʒ è/e ŋ,,constenla2005,,,^ s á dʒ è ŋ $,Boruca,
Bribri-48_bad-1,,Bribri,48_bad,suɺǔ,suɺǔ,s u ɺ ǔ/u,,constenla2005,,,^ s u ɺ ǔ $,Bribri,ch
Cabecar-48_bad-1,,Cabecar,48_bad,saɺuí,saɺuí,s a ɺ u í/i,,constenla2005,,,^ s a ɺ u í $,Cabecar,ch
Teribe-48_bad-1,,Teribe,48_bad,ó,ó,ó/o,,constenla2005,,,^ ó $,Teribe,
Ngabere-48_bad-1,,Ngabere,48_bad,kɔme,kɔme,k ɔ m e,,constenla2005,,,^ k ɔ m e $,Ngabere,
Buglere-48_bad-1,,Buglere,48_bad,me no,me no,m e + n o,,constenla2005,,,^ m e + n o $,Buglere,
Dorasque-48_bad-1,,Dorasque,48_bad,irógla,irógla,i r ó/o g l a,,constenla2005,,,^ i r ó g l a $,Dorasque,
SanBlasKuna-48_bad-1,,SanBlasKuna,48_bad,itʃakkwakwa,itʃakkwakwa,i tʃ a k k w a k w a,,constenla2005,,,^ i tʃ a k k w a k w a $,SanBlasKuna,
Cogui-48_bad-1,,Cogui,48_bad,'ʃane,'ʃane,'ʃ/ʃ a n e,,constenla2005,,,^ 'ʃ a n e $,Cogui,
Arhuaco-48_bad-1,,Arhuaco,48_bad,du naʔ neika,du naʔ neika,d u + n a ʔ + n e i k a,,constenla2005,,,^ d u + n a ʔ + n e i k a $,Arhuaco,
Malayo-48_bad-1,,Malayo,48_bad,unanduanéka,unanduanéka,u n a n d u a n é/e k a,,constenla2005,,,^ u n a n d u a n é k a $,Malayo,
Chimila-48_bad-1,,Chimila,48_bad,dʒo:ta,dʒo:ta,dʒ o: t a,,constenla2005,,,^ dʒ o: t a $,Chimila,
Chibcha-48_bad-1,,Chibcha,48_bad,atʲuentsa,atʲuentsa,a tʲ u e n t s a,,constenla2005,,,^ a tʲ u e n t s a $,Chibcha,
CentralTunebo-48_bad-1,,CentralTunebo,48_bad,aj batɾo,aj batɾo,a j + b a t ɾ o,,constenla2005,,,^ a j + b a t ɾ o $,CentralTunebo,
Bari-48_bad-1,,Bari,48_bad,atakkasu,atakkasu,a t a k k a s u,,constenla2005,,,^ a t a k k a s u $,Bari,
LencaSalvador-40_hand-1,,LencaSalvador,40_hand,koʃaka,koʃaka,k o ʃ a k a,,constenla2005,,,^ k o ʃ a k a $,LencaSalvador,a
LencaHonduras-40_hand-1,,LencaHonduras,40_hand,kulala,kulala,k u l a l a,,constenla2005,,,^ k u l a l a $,LencaHonduras,a
Cacaopera-40_hand-1,,Cacaopera,40_hand,panam,panam,p a n a m,,constenla2005,,,^ p a n a m $,Cacaopera,
Mayangna-40_hand-1,,Mayangna,40_hand,tin,tin,t i n,,constenla2005,,,^ t i n $,Mayangna,b
Ulwa-40_hand-1,,Ulwa,40_hand,tin,tin,t i n,,constenla2005,,,^ t i n $,Ulwa,b
Miskito-40_hand-1,,Miskito,40_hand,mihta,mihta,m i h t a,,constenla2005,,,^ m i h t a $,Miskito,
Pech-40_hand-1,,Pech,40_hand,swà,swà,s w à/a,,constenla2005,,,^ s w à $,Pech,
Rama-40_hand-1,,Rama,40_hand,kwi:k,kwi:k,k w i: k,,constenla2005,,,^ k w i: k $,Rama,c
MalekuJaika-40_hand-1,,MalekuJaika,40_hand,kuki:,kuki:,k u k i:,,constenla2005,,,^ k u k i: $,MalekuJaika,c
